,username,verified,topic2,topic4,topic13,topic26,topic54
3684,@TheMotherofEwok,0,1,0,0,0,0
3685,@edyoung4florida,0,0,0,0,0,0
3686,@nana_lorrie,0,0,0,0,0,0
3687,@trace1979,0,0,0,0,0,0
3688,@MaraDavis,0,0,0,0,0,0
3689,@Tracy34382423,0,0,0,0,0,0
3690,@JerrryHilton,0,0,0,0,0,0
3691,@MPsLife,0,0,0,0,0,0
3692,@monicaonairtalk,1,0,0,0,0,0
3693,@jspiro,0,0,0,0,0,0
3694,@leobaby818,0,0,0,0,0,1
3695,@AragoncilloPHL,0,0,0,0,0,0
3696,@kishan3108,0,0,0,0,0,0
3697,@keepinitkemp,0,0,0,0,0,0
3698,@francvs,0,0,0,0,0,0
3699,@overturnH8,0,1,0,0,0,0
3700,@BCRSChief143,0,0,0,0,0,0
3701,@Dj_Eddy9,0,0,0,0,0,0
3702,@jakestar17,0,0,0,0,0,0
3703,@DanAlban,0,0,0,0,0,0
3704,@KyleCarbray,0,0,0,0,0,0
3705,@TurnipHype,0,0,0,0,0,0
3706,@PPEA17,0,0,0,0,0,0
3707,@c_hansen84,0,0,0,0,0,0
3708,@chisocialchange,0,0,0,0,0,0
3709,@freechewy,0,0,0,0,0,0
3710,@chayesmatthew,1,1,0,0,0,0
3711,@Primal9baseball,0,0,0,0,0,0
3712,@Mama_Sayyyyyyy,0,0,0,0,0,0
3713,@AlexandraLeslie,1,0,1,0,0,0
3714,@AguzziAnnie,0,0,0,0,0,0
3715,@JaisonClements,0,0,0,0,0,0
3716,@RhondaGreear,0,0,0,0,0,0
3717,@BrandenDaBreezy,0,0,0,0,0,0
3718,@mickeytip,0,0,0,0,0,0
3719,@KenWharton5,0,0,0,0,0,0
3720,@ethielusa,0,0,0,0,0,0
3721,@celticViking239,0,0,0,0,0,0
3722,@djawtkazt,0,1,0,0,0,0
3723,@DrCorriel,0,0,0,0,0,0
3724,@RickCalifornia1,0,0,0,0,0,0
3725,@TheRealNoz69,0,0,0,0,1,0
3726,@CTwice,0,0,0,0,0,0
3727,@Adrian_Benepe,0,0,1,0,0,0
3728,@pagethepa,0,1,0,0,0,0
3729,@UsaCat008,0,0,0,0,0,0
3730,@ckssense,0,0,0,0,0,0
3731,@vsck123,0,1,0,0,0,0
3732,@Michael15496066,0,0,0,0,0,0
3733,@BillofRight7,0,0,0,0,0,0
3734,@BobMooreNews,0,0,1,0,0,0
3735,@JAlicanteRN,0,0,0,0,0,0
3736,@stevefx,0,0,0,0,0,0
3737,@fredmarler,0,1,0,0,0,0
3738,@BryanLCurtis1,0,0,0,0,0,0
3739,@lqrector,0,0,0,0,0,0
3740,@geopolytica,0,1,0,0,0,0
3741,@Gettinglumpedup,0,0,0,0,0,0
3742,@hmichael777,0,0,0,0,0,0
3743,@Chrysalis35040,0,0,0,0,0,0
3744,@LarryPerson,0,0,0,0,0,0
3745,@ethellaurie,0,0,0,0,0,0
3746,@PatrickMcBee1,0,0,0,0,0,0
3747,@puhfu,0,0,0,0,0,1
3748,@adignan,0,0,0,0,0,0
3749,@sullof,0,0,0,0,0,0
3750,@fyurfeelings,0,0,0,0,0,0
3751,@pfanderson,0,0,0,0,0,0
3752,@reginaw50361,0,0,0,0,0,0
3753,@carbonunit63,0,0,0,0,0,0
3754,@WillemPenn,0,0,0,0,0,0
3755,@FutureDocs,1,0,1,0,0,0
3756,@mtatsis,0,0,0,0,0,1
3757,@krystlesant15,0,0,0,0,0,0
3758,@iAintSh1t,0,0,0,0,0,0
3759,@StateHealthIN,1,0,0,0,0,0
3760,@prplst,0,0,0,0,0,0
3761,@hardaway,0,1,0,0,0,0
3762,@MWaltonShirley,0,0,0,0,0,0
3763,@CharlieStrombrg,0,0,0,0,0,0
3764,@Unplugged_Neo,0,0,0,0,0,0
3765,@RoyalRaj95,0,0,0,0,0,0
3766,@azsexyitalian,0,0,0,0,0,0
3767,@paures12,0,0,0,0,0,0
3768,@SpiritOfTruth64,0,0,0,0,0,0
3769,@MayorMadden,1,0,0,0,0,0
3770,@ChildressIndy,0,0,0,0,0,0
3771,@Mommabearma1,0,0,0,0,0,0
3772,@jlawrence10,0,0,0,0,0,0
3773,@MarkParshall,0,0,0,0,0,0
3774,@Newarkguy1973,0,0,1,0,0,0
3775,@ShaakirHasan,0,0,1,0,0,0
3776,@IvankaTrump,1,0,0,0,0,0
3777,@FrankMusicpromo,0,0,0,0,0,0
3778,@bodley_steve,0,0,0,0,1,0
3779,@JCaronia1,0,0,0,0,0,0
3780,@Russell_Arch,0,0,0,0,0,0
3781,@_MAXWELL_,1,0,0,1,0,0
3782,@Romanzubry,0,0,0,0,0,0
3783,@brad_dupee,0,0,0,0,0,0
3784,@VerdugoElva,0,0,0,0,0,0
3785,@Cary_Elwes,1,0,0,0,0,0
3786,@ImANole99,0,0,0,0,0,0
3787,@Celticheart4,0,0,0,0,0,0
3788,@VirgilAllenAda4,0,0,0,0,0,0
3789,@JulesGulesRulez,0,0,0,0,0,0
3790,@strongirl41,0,0,0,0,0,0
3791,@SumatraSue,0,0,0,0,0,0
3792,@djhutch74,0,0,0,0,0,0
3793,@mrp,1,0,0,0,0,0
3794,@amri052141,0,0,0,0,0,0
3795,@TheCamProgram,0,0,0,0,0,0
3796,@catskilltherapy,0,0,0,0,0,0
3797,@CharlieBlock28,0,0,0,0,0,0
3798,@Bradford42J,0,0,0,0,0,0
3799,@loveusveterans,0,0,0,0,0,0
3800,@supkat12,0,0,0,0,0,0
3801,@buckchristmas1,0,1,0,0,0,0
3802,@gesher,0,1,0,0,0,0
3803,@JimmyMidyette,0,1,0,0,0,0
3804,@dustin_hughes,0,0,0,0,0,0
3805,@PNWgramma,0,0,0,0,0,0
3806,@LarryMcVA,0,1,0,0,0,0
3807,@BillMcBride11,0,1,0,0,0,0
3808,@DrChrisMcAdams,0,0,0,0,0,0
3809,@anisha324,0,0,0,0,0,0
3810,@flippin_tired,0,0,0,0,0,0
3811,@caroleetag,0,0,1,0,0,0
3812,@AlexAtSnowflake,0,0,0,0,0,0
3813,@nick_ponton,1,0,0,0,0,0
3814,@MichaelGreens12,0,1,0,0,0,0
3815,@Stevesa56668853,0,0,0,0,0,0
3816,@DavidOlabisiAFR,0,0,0,0,0,0
3817,@JillMaleson,0,0,0,0,0,0
3818,@Kva87089223,0,0,0,0,0,0
3819,@thebrittanygray,0,0,0,0,0,0
3820,@lastmilebabe,0,0,0,0,0,0
3821,@Heathergail41,0,0,0,0,0,0
3822,@TampaEFL,0,0,0,1,0,0
3823,@LeeLons,0,0,0,0,0,0
3824,@CryptoZach710,0,0,0,0,0,0
3825,@FiboSwanny,0,0,0,0,0,0
3826,@PMCXIX75,0,0,0,0,0,0
3827,@Changed_Man920,0,0,0,0,0,0
3828,@rxnelson,0,0,0,0,0,0
3829,@GMPJZ,0,1,0,0,0,0
3830,@mindfulmaryt,0,0,0,0,0,0
3831,@AWBeckMD,0,0,0,0,0,0
3832,@Caraskc,0,0,0,0,0,0
3833,@GeorgeBee4,0,0,0,0,0,0
3834,@ItsjustDan_ok,0,0,0,0,0,0
3835,@monicagriffin5,0,0,0,0,0,0
3836,@mchaseley99,0,0,0,0,0,0
3837,@DrCheriQuinn,0,0,0,0,0,0
3838,@The_Darqeside,0,0,0,0,1,0
3839,@MHPTS52472452,0,0,0,0,0,0
3840,@UofSC_UHS,0,0,0,0,0,0
3841,@rtrn2fntsy,0,0,0,0,0,0
3842,@Byanose2,0,0,0,0,0,0
3843,@AstoriaTom,0,0,0,0,0,0
3844,@Sp8d,0,0,0,0,0,0
3845,@TheIdahoWriter,0,0,0,0,0,0
3846,@askariali,0,1,0,0,0,0
3847,@Sonniak,0,0,0,0,0,0
3848,@StephanieR8,0,0,0,0,0,0
3849,@tacrawley,0,0,0,0,0,0
3850,@mpslater,0,0,0,0,0,0
3851,@PatBoyd63049334,0,0,0,0,0,0
3852,@Melissa10261970,0,0,0,0,0,0
3853,@mccormicksc1948,0,0,0,0,0,0
3854,@djulik,0,0,0,0,0,0
3855,@lord_cozystark,0,0,0,0,0,0
3856,@maryaperson,0,0,0,0,0,0
3857,@vincentoliver76,0,0,0,0,0,0
3858,@UW_FL_lelone,0,0,0,0,0,0
3859,@Pattypan,0,0,0,0,0,0
3860,@evsworld7,0,0,0,0,0,0
3861,@OklahomaStrings,0,0,0,0,0,0
3862,@LouisDessau,0,0,0,0,0,0
3863,@topgyalnyc,0,0,0,0,0,0
3864,@honey1600,0,0,0,0,0,0
3865,@JGlenCollins,0,1,0,0,0,0
3866,@WandaBrendleMos,0,0,0,0,0,0
3867,@Choppy617,0,0,0,0,0,0
3868,@computerdaze,0,0,0,0,0,0
3869,@larrybpatriot,0,0,0,0,0,0
3870,@9248e75b2635461,0,0,0,0,0,0
3871,@rose_hooey,0,0,0,0,0,0
3872,@Lsomerhausen,0,0,0,0,0,0
3873,@tanforchai,0,0,0,0,0,0
3874,@BennionRik,0,0,0,0,0,0
3875,@mcculloch_bobby,0,0,0,0,0,0
3876,@Christi46119463,0,1,0,0,0,0
3877,@ActivistFreak,0,0,0,0,0,0
3878,@8aAdam,0,0,0,0,0,0
3879,@MooseHB,0,0,0,0,0,0
3880,@Highwired,0,0,0,0,0,0
3881,@bradbhanes,0,0,0,0,0,0
3882,@AlfredMendenha2,0,0,0,0,0,0
3883,@ChloeVTweets,0,0,0,0,0,0
3884,@Scott44373057,0,0,0,0,1,0
3885,@RealYungDub334,0,0,0,0,0,0
3886,@HarvelLogan,0,0,0,0,0,0
3887,@heidi_moss,0,1,0,0,0,0
3888,@llewis88,0,0,0,0,0,0
3889,@magic_jake2012,0,0,0,0,0,0
3890,@Billhart46,0,1,0,0,0,0
3891,@Ichard87760918,0,0,0,0,0,0
3892,@Herbii8,0,0,0,0,0,0
3893,@LittleMariposa,0,1,0,0,0,0
3894,@bjonesbrown,0,0,0,0,0,0
3895,@BarbaraHamrick,0,0,0,0,0,0
3896,@roofsbyjack,0,0,0,0,0,0
3897,@fogles,0,0,0,0,0,0
3898,@Kausal,0,0,0,0,0,0
3899,@kunata,0,0,0,0,0,0
3900,@ThrottleJockey6,0,0,0,0,0,0
3901,@DavindranauthS,0,0,0,0,0,0
3902,@bigblue2388,0,0,0,0,0,0
3903,@57chillen,0,0,0,0,0,0
3904,@rayteodora1,0,0,0,0,0,0
3905,@TheLuckyLizard,0,0,0,0,0,0
3906,@NYMetroVets,0,0,0,0,0,0
3907,@glennwells13,0,0,0,0,0,0
3908,@BrenWil2826,0,0,0,0,0,0
3909,@Dashley00x,0,0,0,0,0,0
3910,@PositivelyBrie,1,0,1,0,0,0
3911,@debycakes427,0,0,0,0,0,0
3912,@quietoutbursts,0,0,0,0,0,0
3913,@rabonin54,0,0,0,0,0,0
3914,@ChangeHart,0,1,0,0,0,0
3915,@SamAtallahMD,1,0,0,0,0,0
3916,@Charles39748520,0,0,0,0,0,0
3917,@beth_holbrook8,0,1,0,0,0,0
3918,@DaphneKarpan,0,0,0,0,0,0
3919,@Debdonley11,0,0,0,0,0,0
3920,@Logan33dc,0,0,0,0,0,0
3921,@JackiZehner,0,0,0,0,0,0
3922,@arkyshopaholic,0,1,0,0,0,0
3923,@DebbieAntczak,0,0,0,0,0,0
3924,@kent_wimmer,0,0,0,0,0,0
3925,@ericwil45,0,0,0,0,0,0
3926,@RamziAbed,0,0,0,0,0,0
3927,@NoobieMatt,1,0,0,0,0,0
3928,@CessnaPam,0,0,0,0,0,0
3929,@NYDeliveryGuy,0,0,0,0,0,0
3930,@tamt722,0,0,0,0,0,0
3931,@deane_picard,0,0,0,0,0,0
3932,@RadiantKatie,0,0,0,0,0,0
3933,@Oaeoxz,0,0,0,0,0,0
3934,@Michael69724531,0,1,0,0,0,0
3935,@BodyMri,0,0,0,0,0,0
3936,@gibjanet,0,0,0,0,0,0
3937,@Charles05600803,0,0,0,0,0,0
3938,@mcatmoffett,0,0,0,0,0,0
3939,@EdFitzharris,0,0,0,0,0,0
3940,@SLVTLVSTPPP,0,0,0,0,0,0
3941,@schinaglelaw,0,0,0,0,0,0
3942,@ambkd89,0,0,0,0,0,0
3943,@kittysrcute,0,0,0,0,0,1
3944,@SteelSwift,0,0,0,0,0,0
3945,@bluebear731,0,0,0,0,0,0
3946,@Bjvanjames,0,0,0,0,0,0
3947,@mz55qrf,0,0,0,0,0,0
3948,@MRGator1986,0,0,0,0,0,0
3949,@DonnieWayneTodd,0,0,0,0,0,0
3950,@TheresaEichelb2,0,0,0,0,0,0
3951,@ericntyler,0,0,0,0,0,0
3952,@tedvickey,0,0,0,0,1,0
3953,@anniebabobannie,0,0,0,0,0,0
3954,@streamerstriper,0,0,0,0,0,0
3955,@MichaelLeppert,0,0,0,0,0,0
3956,@ShimonShak,0,0,0,0,0,0
3957,@thee_engineer,0,0,0,0,0,0
3958,@agirlinbklyn,0,0,0,0,0,0
3959,@darinbushman,0,0,0,0,0,0
3960,@cvarley1734,0,0,0,0,0,0
3961,@NyquistKerry,0,0,0,0,0,0
3962,@RobFinley11,0,0,0,0,0,0
3963,@DallasTruex,0,0,0,0,0,0
3964,@AngelTTueros,0,0,0,0,0,0
3965,@derekbauman,1,0,0,0,0,0
3966,@JohnRHornbuckle,0,1,0,0,0,0
3967,@jongovi,0,0,0,1,0,0
3968,@rhaber84,0,0,0,0,0,0
3969,@rodneyross51,0,1,0,0,0,0
3970,@bkthirty3,0,0,0,0,0,0
3971,@JimHolt_vet,0,0,0,0,0,0
3972,@Flo1788,0,0,0,0,0,0
3973,@fredadkins,0,0,0,0,1,0
3974,@CKeane4359,0,0,0,0,0,0
3975,@kathleen_knobel,0,0,0,0,0,0
3976,@lexhamrealty,0,0,0,0,0,0
3977,@TravisKLang1,0,0,0,0,0,0
3978,@Legs2006,0,0,0,0,0,0
3979,@fairfield216,0,0,0,0,0,0
3980,@mattjmcclure,1,1,0,0,0,0
3981,@tgregoryt,0,0,0,0,0,0
3982,@ToruNogami,0,0,0,0,0,0
3983,@Janicedeshield1,0,0,0,0,0,0
3984,@KLE1967,0,0,0,0,0,0
3985,@Cobbsworld,0,0,0,0,0,0
3986,@antzanta1,0,0,0,0,0,0
3987,@ptownben,0,0,0,0,0,0
3988,@brettsvensson1,0,0,0,0,0,0
3989,@ZakiyaChinyere,0,0,0,0,0,0
3990,@31tampa,0,0,0,0,0,0
3991,@BuckeyeVoter,0,0,0,0,0,0
3992,@jaymhoagland,0,0,0,0,0,0
3993,@amyhess,0,0,0,0,0,0
3994,@TequilaKent,0,0,0,0,0,0
3995,@CharlotteButt18,0,0,0,0,0,0
3996,@deedee2190,0,0,0,0,0,0
3997,@AustinBryant1,0,0,0,0,0,0
3998,@Moderna5G_666,0,1,0,0,0,0
3999,@helloandrewr,0,0,0,0,0,0
4000,@5pankster,0,0,0,0,0,0
4001,@SaxMike71,0,0,0,0,0,0
4002,@maggiejuang1,0,0,0,0,0,0
4003,@MeredithWLWT,0,0,0,0,0,0
4004,@orioncap,0,0,0,0,0,0
4005,@looseleafreport,0,0,0,0,0,0
4006,@john_flanigan,0,1,0,0,0,0
4007,@realjesshopkins,0,0,0,0,0,0
4008,@Michael72172097,0,0,0,0,0,0
4009,@becky671942,0,0,0,0,0,0
4010,@brotherd66,0,0,0,0,0,0
4011,@megastore,0,0,0,0,0,0
4012,@user47,1,0,0,0,0,0
4013,@VNL,0,0,0,0,0,0
4014,@HighOnHASH_,0,0,0,0,0,0
4015,@JeffStenquist,0,0,0,0,0,0
4016,@kathieallenmd,1,0,0,0,0,0
4017,@ridingkelly1,0,0,0,0,0,0
4018,@JenSeeligUT,0,0,0,0,0,0
4019,@ortizee21ios08,0,0,0,0,0,0
4020,@DeedaSeed,0,0,0,0,0,0
4021,@FrankieGCT,0,0,0,0,0,0
4022,@CFraase,0,0,0,0,1,0
4023,@Patbagley,1,0,0,0,0,0
4024,@geoffpilkington,1,1,0,0,0,0
4025,@coachmellowman,0,0,0,0,0,0
4026,@DUhockeyFan,0,0,1,0,0,0
4027,@AmyHawk9,0,0,0,0,0,0
4028,@AbyTorresJr,0,0,0,0,0,0
4029,@RalliartBegay,0,1,0,0,0,0
4030,@CharityEdgar,0,0,0,0,0,0
4031,@Yelm,0,0,0,0,0,0
4032,@jeffdodgers,0,0,0,0,0,0
4033,@sachamcbainphd,0,0,0,0,0,0
4034,@AdanZBecerra1,0,0,0,0,0,0
4035,@missmaesmom,0,0,0,0,0,1
4036,@Eva22999439,0,0,0,0,0,0
4037,@fullchubb69,0,0,0,0,0,0
4038,@IP4PI,0,0,0,0,0,0
4039,@JustDel1,0,0,0,0,0,1
4040,@ParentingAces,0,0,0,0,0,0
4041,@Drawmark,0,1,0,0,0,0
4042,@MacAnsari,0,0,0,0,0,0
4043,@daretothink53,0,1,0,0,0,0
4044,@medmiles,0,0,0,0,0,0
4045,@MGastorf,0,1,0,0,0,0
4046,@dwaltchack,0,0,0,0,0,0
4047,@deardrewdixon,1,0,0,0,0,0
4048,@WordCatcher,0,0,0,0,0,0
4049,@desertopus,0,1,0,0,0,0
4050,@brandita,0,0,0,0,0,0
4051,@MConline2,0,0,0,0,0,0
4052,@EllenHolmes2010,0,0,0,0,0,0
4053,@Heath3nZ,0,0,0,0,0,0
4054,@barelysmash,0,0,0,0,1,0
4055,@ypeterli,0,1,0,0,0,0
4056,@a35mmlife,0,0,0,0,0,0
4057,@CalBrownBear,0,0,0,0,0,0
4058,@pace_coach,0,0,0,0,0,0
4059,@BaileyMaeFenway,0,0,0,0,0,0
4060,@indoctrinatedmo,0,0,0,0,0,0
4061,@iamboxtop,0,0,0,0,0,0
4062,@kdubbs64,0,0,0,0,0,0
4063,@gautamsand,0,1,0,0,0,0
4064,@itylergarrett,0,0,0,0,0,0
4065,@arungupta,1,0,0,0,0,0
4066,@crys7996,0,0,0,0,0,0
4067,@biderman,0,0,0,0,0,0
4068,@siegferret,0,0,0,0,0,0
4069,@ThisIsAstartes,0,0,0,0,0,0
4070,@LaughOutLander,0,0,0,0,0,0
4071,@AmesRamaker,0,0,0,0,0,0
4072,@KristinKarnitz,0,0,0,0,0,0
4073,@Luther_Fasehun,0,0,0,0,0,0
4074,@footiusmaximus,0,0,0,0,0,0
4075,@trevorhiller,0,0,1,0,0,0
4076,@radiohead68,0,0,0,0,0,0
4077,@_Dharmabum_,0,0,0,0,0,0
4078,@BridgetChavezTV,1,1,0,0,0,0
4079,@luckygirllefty,0,1,0,0,0,0
4080,@jmills1955,0,1,0,0,0,0
4081,@Broker_Lady,0,0,0,0,0,0
4082,@DABYCARRERAS,0,0,0,0,0,0
4083,@Crowe65,0,0,0,0,0,0
4084,@LizzyHock1963,0,0,1,0,0,0
4085,@DrClaireTelford,0,0,0,0,0,0
4086,@Morell_Shannon,0,0,0,0,0,0
4087,@PaperbackStash,0,1,0,0,0,0
4088,@ashleybauman,0,0,0,0,0,0
4089,@CollabSensei,0,0,0,0,0,0
4090,@JulieJujuMon,0,0,0,0,0,0
4091,@denise_houk,0,0,0,0,0,0
4092,@mistyraine76,0,0,0,0,0,0
4093,@Tim77Reynolds,0,0,0,0,0,0
4094,@ReSisterChic,0,1,0,0,0,0
4095,@Elizabe18589038,0,0,0,0,0,0
4096,@LaruesCrew,0,0,0,0,0,0
4097,@jvellana,1,0,0,1,0,0
4098,@Natinah40,0,0,0,1,0,0
4099,@Paleoturkey,0,0,0,0,0,0
4100,@richruck,0,0,0,0,0,0
4101,@t_hiles,0,0,0,0,0,0
4102,@medarizona,0,0,0,0,0,0
4103,@grantowens,0,0,0,0,0,0
4104,@StillWilliamB,0,0,0,0,0,0
4105,@FullerIns,0,0,0,0,0,0
4106,@wapio3021,0,0,0,0,0,0
4107,@ColonCeleste,0,0,0,0,0,0
4108,@SamSchumach,1,0,0,0,0,0
4109,@chrismessina,1,0,0,0,0,0
4110,@MichelleBrodeu2,0,1,0,0,0,0
4111,@doyle_pj,0,0,0,0,1,0
4112,@CherylCamMedia,0,0,0,0,0,0
4113,@PeggySueZen,0,0,0,0,0,0
4114,@JethroMallard,0,0,0,0,0,0
4115,@tejadaantonatos,0,0,0,0,0,0
4116,@dare2riskit09,0,0,0,0,0,0
4117,@NeilFlochMD,0,1,0,0,0,0
4118,@JG_KB24fan,0,0,0,0,0,0
4119,@jjcam_777,0,0,0,0,0,0
4120,@BordenskiJimbo,0,0,0,0,0,0
4121,@epflcswccm,0,0,0,0,0,0
4122,@OmidHamidMD,0,0,0,0,0,0
4123,@jcalvarez,0,0,0,0,0,0
4124,@lanaghil,0,0,0,0,0,0
4125,@wrightdotclick,0,0,0,0,0,0
4126,@tomcoates,1,0,0,0,0,0
4127,@ebukstel,0,0,0,0,0,0
4128,@lasavloff,0,0,0,0,1,0
4129,@bew1006,0,0,0,0,0,0
4130,@jacksoncrowley,0,0,0,0,0,0
4131,@mikekerrigan4,0,0,0,0,0,0
4132,@DudeOrder,0,0,0,0,0,0
4133,@VWAudiPorsche,0,0,0,0,0,0
4134,@lezelmaz,0,0,0,0,0,0
4135,@prophetofluv,0,0,0,0,0,0
4136,@Pumpi91,0,0,0,0,0,0
4137,@laurigutierre17,0,0,0,0,0,0
4138,@jhacoug1,0,0,0,0,0,0
4139,@TaylorNedrow,0,0,0,0,0,0
4140,@Ozebron,0,0,0,0,0,0
4141,@aibayroff,0,0,0,0,1,0
4142,@newspads,0,0,0,0,0,0
4143,@LymeAlliance,0,0,0,0,0,0
4144,@PatsCSW,0,0,0,1,0,0
4145,@sr_nyc,0,0,0,0,0,0
4146,@deejayPJO,0,0,0,0,0,0
4147,@JosGilbertoMon1,0,0,0,0,0,0
4148,@dnmarlin,0,1,0,0,0,0
4149,@Mohebbmi,0,0,0,0,0,0
4150,@bdadoll,0,0,0,0,0,0
4151,@troychewning,0,0,0,0,0,0
4152,@lglyspkng,0,0,0,0,0,0
4153,@Kennysus,0,0,0,0,0,0
4154,@meandmrsjones2,0,0,0,0,0,0
4155,@kevinsmith_tcnc,0,0,0,0,0,0
4156,@reppaulfrost,0,0,0,0,0,0
4157,@kennycooks,0,0,0,0,1,0
4158,@realPhatJoe01,0,0,0,0,0,0
4159,@markmacrae1,0,1,0,0,0,0
4160,@MicheleBeagle,0,0,0,0,0,0
4161,@tjmurray3rd,0,0,0,0,0,0
4162,@CarlGandel,0,0,0,0,0,0
4163,@cleardawn88,0,1,0,0,0,0
4164,@mikecatullo,0,0,0,0,0,0
4165,@HarleyCQuinn,0,0,1,0,0,0
4166,@mannythemenace,0,0,0,0,0,0
4167,@lisakath77479,0,0,0,0,0,0
4168,@DrChoueiri,0,0,0,0,0,0
4169,@gwyn_becker,0,0,0,0,0,0
4170,@drakb1,0,0,0,0,0,0
4171,@notclairebear,0,0,0,0,0,0
4172,@Nursedudesteve,0,0,0,0,0,0
4173,@BrandonJWoods1,0,0,0,0,0,0
4174,@INFJPhD,0,0,0,0,0,0
4175,@SustainTheKey,0,0,0,0,0,0
4176,@gnayyar,1,0,0,0,0,0
4177,@MadonnaLoveDale,0,0,1,0,0,0
4178,@Scott_Beamer,0,0,0,0,0,0
4179,@RScottSchroeder,0,0,0,0,0,0
4180,@courtgolf,0,0,0,0,0,0
4181,@1978Steviep,0,0,0,0,0,0
4182,@rohan_khera,0,1,0,0,0,0
4183,@LauriParizo72,0,0,0,0,0,0
4184,@BarbsMarshall,0,0,0,0,0,0
4185,@EagleCreekGCC,0,0,0,0,0,0
4186,@PhyddleDD,0,0,0,0,0,0
4187,@RickeyGillespie,0,0,0,0,0,0
4188,@heatherhirschMD,0,0,0,0,0,0
4189,@lisacampbelldnp,0,0,0,0,0,0
4190,@mmackcollins,0,0,0,0,0,0
4191,@WrightRealtor1,0,1,0,0,0,0
4192,@IAMME07161805,0,0,0,0,0,0
4193,@NYPD9Pct,1,0,0,0,0,0
4194,@phuffdaddy,1,0,0,0,0,0
4195,@Atlflytguy,0,0,0,0,0,0
4196,@Jenn8590,0,0,0,0,0,0
4197,@fsmarra17,0,1,0,0,0,0
4198,@MartinDeenATL,0,0,0,0,0,0
4199,@RonaldGranieri,0,0,0,0,0,0
4200,@boernetxchamber,0,0,0,0,0,0
4201,@ejfan1972,0,0,0,0,0,0
4202,@toughluck67,0,0,0,0,0,0
4203,@displayamerica,0,0,0,0,0,0
4204,@JimEnglerPHL,0,0,0,0,0,0
4205,@chelsealrichard,0,0,0,0,0,0
4206,@LeoCarvalhoNYC,0,0,0,0,0,0
4207,@Sandra89808573,0,0,0,0,0,0
4208,@PATRICIAMEEHA17,0,0,0,0,0,0
4209,@jerryhorse,0,0,0,0,0,0
4210,@Annabel16644009,0,0,0,0,0,0
4211,@ISorianoMD,0,0,0,0,0,0
4212,@DocLauraLawler,0,0,0,0,1,0
4213,@MBehpour,0,1,0,0,0,0
4214,@pattistanger,1,1,0,0,0,0
4215,@JoyceSharon_,0,0,0,0,0,0
4216,@rekatz,0,1,0,0,0,0
4217,@jamalabarone,0,0,0,0,0,0
4218,@Mim128,0,0,0,0,0,0
4219,@LoveaTica,0,0,0,0,0,0
4220,@Musclegal,0,0,0,0,0,0
4221,@AshleySumrallMD,0,0,0,1,0,0
4222,@ivanceeeto,0,0,0,0,0,0
4223,@GailHarCMV,0,0,0,0,0,0
4224,@chrislongview,0,0,0,0,1,0
4225,@PaulCarsonMD,0,0,1,0,0,0
4226,@LGSherman122,0,0,0,0,0,0
4227,@Marilyn26100554,0,0,0,0,0,0
4228,@VelAnneClifton,0,0,0,0,0,0
4229,@dudosmokokos,0,0,0,0,0,0
4230,@joy4ok,1,0,0,0,0,0
4231,@MichaelPGrande,0,0,0,0,0,0
4232,@3DScinceguy,0,0,0,0,0,0
4233,@DebraVaello,0,0,0,0,0,0
4234,@angelinehuck,0,0,0,0,0,0
4235,@finnygo,1,0,1,0,0,0
4236,@jwertherpb1,0,0,0,0,0,0
4237,@Squad_Six_Mom,0,0,0,0,0,0
4238,@MrMHendrix,0,1,0,0,0,0
4239,@debarah_walz,0,0,0,0,0,0
4240,@JanetCannady,0,0,0,0,0,0
4241,@sfzombienation,0,0,0,0,0,0
4242,@ronniemcbrayer,0,0,0,0,0,0
4243,@kjstillabower,0,0,0,0,0,0
4244,@Therealmilwauk1,0,0,0,0,0,0
4245,@annvaz7,0,0,0,0,0,0
4246,@AveryElections,0,0,0,0,0,0
4247,@SurferGrl15,0,1,0,0,0,0
4248,@Heavy_Melanin,0,0,0,0,0,0
4249,@JimmyCarterNPS,1,0,0,0,0,0
4250,@TheeeInfluence,0,0,0,0,1,0
4251,@TCotterMD,0,1,0,0,0,0
4252,@SouthernU_BR,0,0,0,0,0,0
4253,@pugllover0217,0,0,0,0,0,0
4254,@mrfirerob4,0,0,0,0,0,0
4255,@CandiiCorn,0,0,0,0,0,0
4256,@DebiDavenport1,0,0,0,0,0,0
4257,@lilwun4ever1808,0,0,0,0,0,0
4258,@PedsMamaDoc,0,0,1,0,0,0
4259,@FULLBORECRNVORE,0,0,0,0,0,0
4260,@Marine1279,0,0,0,0,0,0
4261,@cocobernad,0,0,0,0,0,0
4262,@sogand_karbalai,0,0,0,0,0,0
4263,@zam_jane,0,0,0,0,0,0
4264,@harrisdemocrats,1,0,0,0,0,0
4265,@jnwadiuko,0,0,0,0,0,0
4266,@tiffanylkoehler,0,0,0,0,0,0
4267,@MaggieJCox,0,0,0,0,0,0
4268,@kmonaefierce,0,0,0,0,0,0
4269,@monmouth18,0,0,0,0,0,0
4270,@Kjavaruski,0,0,0,0,0,0
4271,@TMNwithVineeta,0,0,0,0,0,0
4272,@asparks01,0,0,0,0,0,0
4273,@rogeniathe1,0,0,0,0,0,0
4274,@CJintheKeys,0,0,0,0,0,0
4275,@rickpawl1,0,0,0,0,0,0
4276,@iamlujja,0,0,0,0,0,0
4277,@Abulle07,0,0,0,0,0,0
